Capacity,Power,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Elapsed Seconds
0,0,122.5616,122.45,122.45,122.3366,121.775,1891.60933304
0,0,122.5616,122.45,122.45,122.3366,121.775,1896.92940187
0,0,122.5616,122.45,122.45,122.3366,121.775,1902.24940586
0,0,122.5616,122.45,122.45,122.3366,121.775,1907.56922603
0,0,122.5616,122.45,122.45,122.3366,121.775,1912.88926387
0,0,122.5616,122.45,122.45,122.3366,121.775,1918.22981095
0,0,122.5616,122.45,122.45,122.3366,121.775,1923.54933095
0,0,122.5616,122.45,122.45,122.3366,121.775,1928.89859891
0,0,122.675,122.45,122.45,122.3366,121.775,1936.70927691
0,0,122.675,122.45,122.45,122.3366,121.775,1942.87909007
0,0,122.5616,122.45,122.45,122.3366,121.775,1948.19860888
0,0,122.675,122.45,122.45,122.3366,121.775,1955.49932408
0,0,122.675,122.45,122.45,122.3366,121.775,1960.81957889
0,0,122.5616,122.45,122.45,122.3366,121.775,1966.1393249
0,0,122.675,122.45,122.45,122.3366,121.775,1971.45944285
0,0,122.675,122.45,122.45,122.3366,121.775,1976.7901659
0,0,122.675,122.45,122.45,122.3366,121.775,1982.10950398
0,0,122.675,122.45,122.45,122.3366,121.775,1987.55865502
0,0,122.5616,122.45,122.45,122.3366,121.775,1995.36908197
0,0,122.675,122.45,122.45,122.3366,121.775,2000.68873191
0,0,122.675,122.45,122.45,122.3366,121.775,2006.84885597
0,0,122.675,122.45,122.45,122.3366,121.775,2013.83918595
0,0,122.675,122.45,122.45,122.3366,121.775,2019.15886497
0,0,122.675,122.45,122.45,122.3366,121.775,2025.31882095
0,0,122.5616,122.45,122.45,122.3366,121.775,2031.57967806
0,0,122.5616,122.45,122.45,122.3366,121.775,2036.89904404
0,0,122.5616,122.45,122.45,122.3366,121.775,2042.22150803
0,0,122.5616,122.45,122.45,122.3366,121.775,2047.55021405
0,0,122.5616,122.45,122.45,122.3366,121.775,2052.86910605
0,0,122.5616,122.45,122.45,122.3366,121.775,2058.18856692
0,0,122.5616,122.45,122.45,122.3366,121.775,2063.50887203
0,0,122.5616,122.45,122.45,122.3366,121.775,2068.87933898
0,0,122.5616,122.45,122.45,122.3366,121.775,2074.20925188
0,0,122.5616,122.45,122.45,122.3366,121.775,2080.35930586
0,0,122.5616,122.45,122.45,122.3366,121.775,2085.67986703
0,0,122.675,122.45,122.45,122.3366,121.775,2091.829108
0,0,122.675,122.45,122.45,122.3366,121.775,2097.98922896
0,0,122.5616,122.45,122.45,122.3366,121.775,2103.30875802
0,0,122.5616,122.45,122.45,122.3366,121.775,2108.74100089
0,0,122.5616,122.45,122.45,122.3366,121.775,2114.06997705
0,0,122.5616,122.45,122.45,122.3366,121.775,2119.38920903
0,0,122.5616,122.45,122.45,122.3366,121.775,2124.70937991
0,0,122.5616,122.45,122.45,122.3366,121.775,2131.70926785
0,0,122.5616,122.45,122.45,122.3366,121.775,2137.02970386
0,0,122.5616,122.45,122.45,122.3366,121.775,2142.35897303
0,0,122.5616,122.45,122.45,122.3366,121.775,2148.50946999
0,0,122.5616,122.45,122.45,122.3366,121.775,2153.829283
0,0,122.5616,122.45,122.45,122.3366,121.775,2159.97883701
0,0,122.5616,122.45,122.45,122.3366,121.775,2166.1408639
0,0,122.5616,122.45,122.45,122.3366,121.775,2171.64943695
